id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
21350491;https://www.airbnb.com/rooms/21350491;Baldoph's bedroom;32453311;Chloe;f;3e Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Smoke alarm"", ""Wifi"", ""Hangers""]";30.00;5;2017-11-15;2019-10-04;100;10;10;10;10;10;10;0.13
21352063;https://www.airbnb.com/rooms/21352063;Beau studio place Bellecour, au coeur de Lyon;49062172;Gaële;t;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Dedicated workspace"", ""Stove"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Coffee maker""]";86.00;47;2017-10-29;2020-10-24;97;10;10;10;10;10;10;1.23
21352692;https://www.airbnb.com/rooms/21352692;Appartement 2/4 personnes à la Croix-rousse;7857555;Fiona;f;1er Arrondissement;Entire loft;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Game console"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Essentials"", ""Iron"", ""First aid kit"", ""Washer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Coffee maker""]";90.00;2;2017-11-25;2018-12-09;100;10;9;10;10;9;10;0.05
21353313;https://www.airbnb.com/rooms/21353313;Lyon 7 Gerland;154563524;Alexis;f;7e Arrondissement;Entire apartment;Entire home/apt;2 baths;2;2;"[""Washer"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Dedicated workspace"", ""Elevator"", ""Iron"", ""First aid kit"", ""Heating"", ""Breakfast"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Hangers""]";65.00;5;2017-12-10;2019-12-08;100;10;10;10;10;10;10;0.14
21353920;https://www.airbnb.com/rooms/21353920;Joli appartement 1er arrondissement de Lyon;31081130;Laura;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Private entrance"", ""Washer"", ""Wifi""]";60.00;19;2017-10-27;2019-10-26;94;10;9;10;10;10;9;0.50
21356199;https://www.airbnb.com/rooms/21356199;Appt T2 de 50M² Saxe-Gambetta;154597237;Tarik;f;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Room-darkening shades"", ""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Washer"", ""Baby bath"", ""Hangers"", ""Cleaning before checkout"", ""Heating"", ""Cooking basics"", ""Babysitter recommendations"", ""Coffee maker"", ""Bathtub""]";40.00;70;2017-11-02;2019-07-26;97;10;10;10;10;9;9;1.84
21357325;https://www.airbnb.com/rooms/21357325;Bienvenue rue Vaubecour !;23530136;Albin;t;2e Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""TV"", ""Essentials"", ""Heating""]";50.00;28;2017-11-19;2020-10-01;99;10;10;10;10;10;10;0.74
21359490;https://www.airbnb.com/rooms/21359490;Doux cocon dans l'hyper centre de Lyon;504173;Emma;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Washer"", ""Dedicated workspace"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Long term stays allowed"", ""Cleaning before checkout"", ""Heating"", ""Kitchen"", ""TV"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Hangers""]";51.00;1;2020-04-13;2020-04-13;100;10;10;10;10;10;10;0.12
21359769;https://www.airbnb.com/rooms/21359769;Bel appartement au cœur du Vieux Lyon;97806719;Julien;t;5e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Fire extinguisher"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Smoke alarm"", ""Ethernet connection"", ""Washer"", ""Hangers"", ""Free street parking"", ""Heating"", ""High chair"", ""Cooking basics"", ""Babysitter recommendations"", ""Coffee maker"", ""Bathtub""]";66.00;30;2017-10-28;2020-04-30;93;10;9;10;10;10;10;0.78
21359814;https://www.airbnb.com/rooms/21359814;Hyper centre, canut traditionnel - Vue sur jardin;20212848;Charlotte;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Kitchen"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Keypad"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Pocket wifi"", ""Cleaning before checkout"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Bathtub"", ""Dishwasher""]";70.00;118;2017-10-29;2020-08-27;97;10;10;10;10;10;10;3.08
21361745;https://www.airbnb.com/rooms/21361745;🌟Chez Marine, calme spacieux et confortable;19586363;Marine;t;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;3;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Hangers"", ""Pocket wifi"", ""BBQ grill"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";130.00;30;2017-12-10;2020-08-17;97;10;10;10;10;9;10;0.81
21362215;https://www.airbnb.com/rooms/21362215;Appartement coeur de Lyon;23038839;Vincent;f;2e Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Hot water"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Iron"", ""Lock on bedroom door"", ""Heating"", ""Kitchen"", ""TV"", ""Private living room"", ""Smoke alarm"", ""Host greets you"", ""Washer"", ""Dedicated workspace""]";18.00;2;2018-08-25;2019-05-05;100;10;9;10;10;10;9;0.07
21363452;https://www.airbnb.com/rooms/21363452;T1 BIS 35m2 Jean Macé;42206137;Nadine;t;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Heating"", ""Garden or backyard"", ""Cooking basics"", ""Kitchen"", ""TV"", ""Private entrance"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Wifi"", ""Hangers""]";42.00;25;2017-12-09;2020-02-10;98;10;10;10;10;10;10;0.68
21363696;https://www.airbnb.com/rooms/21363696;Chambre dans une maison de ville;154678366;Océane;t;7e Arrondissement;Private room in townhouse;Private room;1.5 shared baths;1;1;"[""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Bed linens"", ""Dryer"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Ceiling fan"", ""Laundromat nearby"", ""Iron"", ""Lock on bedroom door"", ""First aid kit"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Hangers"", ""Pocket wifi"", ""Free street parking"", ""Heating"", ""Cooking basics""]";38.00;48;2017-11-24;2020-10-31;95;10;9;10;10;10;9;1.28
21364902;https://www.airbnb.com/rooms/21364902;Joli T4 de 90m2 proche des halles Bocuse;20936347;Charlotte Et Benoit;f;6e Arrondissement;Entire apartment;Entire home/apt;1 bath;3;3;"[""Essentials"", ""Shampoo"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Wifi""]";110.00;3;2017-11-05;2017-12-10;100;10;10;10;10;10;9;0.08
21372950;https://www.airbnb.com/rooms/21372950;Appartement Lyon Croix Rousse;55282825;Cécile;f;4e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Stove"", ""Dishes and silverware"", ""Essentials"", ""Hair dryer"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Oven"", ""Dryer"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Dishwasher""]";200.00;1;2017-12-10;2017-12-10;80;8;10;6;10;8;8;0.03
21377826;https://www.airbnb.com/rooms/21377826;Appartement à 7 minutes de la presqu'île avec vue.;154825130;Théo;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Cleaning before checkout"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";70.00;15;2017-11-19;2019-06-23;100;10;10;10;10;9;10;0.40
21378102;https://www.airbnb.com/rooms/21378102;Studio rénové au coeur de Lyon;153013691;Margot;f;5e Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Stove"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""Pocket wifi"", ""Hot water"", ""Wifi"", ""Microwave"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""Smoke alarm"", ""Ethernet connection"", ""Paid parking off premises"", ""Washer"", ""Refrigerator"", ""Dedicated workspace"", ""Dishwasher""]";45.00;27;2017-10-25;2018-09-06;96;10;10;10;10;10;10;0.70
21380043;https://www.airbnb.com/rooms/21380043;Room with private bathroom;13179188;Marie Claire;f;7e Arrondissement;Private room in apartment;Private room;1 private bath;1;1;"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Dedicated workspace"", ""Hangers""]";48.00;13;2018-05-17;2019-12-08;100;10;10;10;10;10;10;0.41
21387366;https://www.airbnb.com/rooms/21387366;Grand studio avec balcon;154915412;Alexis;t;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Dishes and silverware"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Lockbox"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Patio or balcony"", ""Dryer"", ""Washer"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers""]";56.00;152;2017-12-02;2020-12-11;98;10;10;10;10;10;10;4.09
21407734;https://www.airbnb.com/rooms/21407734;Duplex cosy au coeur de Lyon;59441977;Juliet;f;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Hot water"", ""Breakfast"", ""Kitchen"", ""Heating"", ""Hair dryer"", ""Essentials"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Iron"", ""Host greets you"", ""TV"", ""Wifi""]";80.00;6;2017-10-29;2018-12-08;96;10;10;10;10;10;8;0.16
21417617;https://www.airbnb.com/rooms/21417617;Joli studio lumineux avec balcon;154915412;Alexis;t;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Refrigerator"", ""Smoke alarm"", ""Shampoo"", ""Cooking basics"", ""Heating"", ""Lockbox"", ""Coffee maker"", ""TV"", ""Hot water"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Microwave"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Patio or balcony"", ""Essentials"", ""Dryer"", ""Dedicated workspace"", ""Wifi""]";64.00;208;2017-12-15;2020-12-29;99;10;10;10;10;10;10;5.61
21418280;https://www.airbnb.com/rooms/21418280;Joli studio clair et confortable sur cour;154915412;Alexis;t;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Shampoo"", ""Hangers"", ""Cooking basics"", ""Kitchen"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Essentials"", ""Microwave"", ""Dryer"", ""Dishes and silverware"", ""Smoke alarm"", ""Lockbox"", ""Washer"", ""Coffee maker"", ""Dedicated workspace"", ""Iron"", ""TV"", ""Wifi""]";53.00;178;2017-12-09;2020-12-11;98;10;10;10;10;10;10;4.78
21421546;https://www.airbnb.com/rooms/21421546;Studio au cœur du Quartier Lumière;148662488;Chloé;f;8e Arrondissement;Entire loft;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Stove"", ""Dishes and silverware"", ""Bed linens"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Smoke alarm"", ""Washer"", ""Heating"", ""Cooking basics""]";38.00;12;2017-10-24;2018-07-25;98;10;10;10;10;10;10;0.31
21422889;https://www.airbnb.com/rooms/21422889;90m2 T2(bis) Ampère Victor Hugo;66771162;Rémi;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;3;"[""Essentials"", ""Shampoo"", ""Elevator"", ""Wifi"", ""Heating"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace""]";200.00;2;2017-11-03;2017-11-05;80;9;9;8;8;9;8;0.05
21422999;https://www.airbnb.com/rooms/21422999;Chambre spacieuse proche Gare Part-Dieu-Garibaldi;28040399;Nicolas;f;3e Arrondissement;Private room in apartment;Private room;1 shared bath;1;2;"[""Dedicated workspace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Lock on bedroom door"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Hot water"", ""Hangers""]";80.00;3;2017-11-12;2017-11-19;100;10;9;10;10;9;10;0.08
21432765;https://www.airbnb.com/rooms/21432765;Grand T3 au coeur des Pentes, garage & terrasse;13529262;Jessica;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;2;4;"[""Essentials"", ""Hot water"", ""Elevator"", ""Wifi"", ""Hair dryer"", ""Shampoo"", ""Iron"", ""Heating"", ""High chair"", ""Breakfast"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""Host greets you"", ""Crib"", ""Washer"", ""Dedicated workspace"", ""Hangers""]";198.00;1;2017-12-10;2017-12-10;100;10;8;10;10;10;8;0.03
21448273;https://www.airbnb.com/rooms/21448273;Ravissant T2 idéalement situé;17378875;Liliane;f;3e Arrondissement;Entire condominium;Entire home/apt;1 bath;1;1;"[""Long term stays allowed"", ""Extra pillows and blankets"", ""Free street parking"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Coffee maker"", ""Private entrance"", ""Hot water"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Pack \u2019n Play/travel crib"", ""Microwave"", ""Paid parking off premises"", ""Elevator"", ""Building staff"", ""Essentials"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Shampoo"", ""Cooking basics""]";64.00;355;2017-11-05;2020-10-31;92;10;9;10;10;10;9;9.23
21453311;https://www.airbnb.com/rooms/21453311;Appartement lumineux 40m2, centre de Lyon6;155731032;Liliah;f;6e Arrondissement;Entire apartment;Entire home/apt;1 bath;;2;"[""Essentials"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Iron"", ""Heating"", ""Kitchen"", ""Washer"", ""Dedicated workspace""]";90.00;5;2017-10-22;2019-04-14;100;10;10;9;10;9;9;0.13
21456254;https://www.airbnb.com/rooms/21456254;CHAMBRE Part Dieu;60535245;Laura;f;3e Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Smoke alarm"", ""Dedicated workspace"", ""Breakfast"", ""Wifi"", ""Kitchen"", ""Keypad"", ""Elevator"", ""Hangers"", ""Shampoo"", ""TV"", ""Essentials"", ""Heating"", ""Lock on bedroom door""]";20.00;2;2017-12-26;2017-12-29;100;10;10;10;10;10;10;0.05
21459721;https://www.airbnb.com/rooms/21459721;Beau 3 pièces coeur presqu'île chambres sur cour;31350621;Stéphane;t;2e Arrondissement;Entire apartment;Entire home/apt;2 baths;2;2;"[""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Shower gel"", ""Dryer"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Breakfast"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Pocket wifi"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";105.00;89;2017-11-05;2020-12-07;99;10;10;10;10;10;10;2.34
21500047;https://www.airbnb.com/rooms/21500047;T2 de charme Presqu'île - Place Sathonay/Terreaux;56028611;Perrine;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Dryer"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Coffee maker""]";64.00;40;2017-11-02;2020-09-06;92;10;9;10;10;10;9;1.05
21501436;https://www.airbnb.com/rooms/21501436;Chambre privée - T2 Croix Rousse;156215910;Nicolas;f;4e Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Essentials"", ""Hair dryer"", ""Shampoo"", ""Iron"", ""Heating"", ""Breakfast"", ""Kitchen"", ""TV"", ""Private living room"", ""Smoke alarm"", ""Washer"", ""Wifi""]";80.00;1;2017-12-10;2017-12-10;80;10;6;10;10;8;6;0.03
21509515;https://www.airbnb.com/rooms/21509515;Appartement cosy;92436013;Tanaquil;f;7e Arrondissement;Private room in apartment;Private room;1 bath;1;1;"[""Essentials"", ""Wifi"", ""Iron"", ""Heating"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace""]";90.00;2;2017-12-07;2017-12-11;60;7;5;9;10;8;6;0.05
21514465;https://www.airbnb.com/rooms/21514465;Appartement chaleureux;36208888;Anaïs;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Essentials"", ""Hot water"", ""Elevator"", ""Hair dryer"", ""Shampoo"", ""Iron"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Smoke alarm"", ""Host greets you"", ""Washer"", ""Wifi""]";73.00;1;2017-12-10;2017-12-10;100;10;10;10;10;10;8;0.03
21522181;https://www.airbnb.com/rooms/21522181;"""La Loge De l'Opéra"" Appartement avec vue";156408212;Thibault;t;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;2;5;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Oven"", ""Fire extinguisher"", ""Crib"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Air conditioning"", ""Body soap"", ""Dryer"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Smart lock"", ""Heating"", ""High chair"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";115.00;318;2017-11-11;2020-12-12;98;10;10;10;10;10;10;8.41
21527166;https://www.airbnb.com/rooms/21527166;Appartement cosy, 30m², dans le 3ème;73091381;Juliette;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;;2;"[""Essentials"", ""Shampoo"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Smoke alarm"", ""Wifi""]";80.00;1;2017-12-10;2017-12-10;100;10;10;10;10;10;6;0.03
21527448;https://www.airbnb.com/rooms/21527448;Petit studio charmant au coeur de la Croix Rousse;33123556;Adeline;f;4e Arrondissement;Entire apartment;Entire home/apt;1 bath;;1;"[""Essentials"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Wifi"", ""Hangers""]";30.00;7;2017-11-27;2019-07-07;87;8;9;10;10;9;8;0.19
21528773;https://www.airbnb.com/rooms/21528773;Appartement Gerland;89286520;Laurent;f;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Free street parking"", ""Oven"", ""Iron"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Coffee maker"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Stove"", ""Smoke alarm"", ""Microwave"", ""Elevator"", ""Essentials"", ""Washer"", ""Dishwasher"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Shampoo"", ""Cooking basics""]";45.00;11;2017-11-05;2019-01-28;100;10;10;10;10;10;10;0.29
21532075;https://www.airbnb.com/rooms/21532075;Chambre mansardée calme au cœur du 6 Eme;6346276;Carole;t;6e Arrondissement;Private room in apartment;Private room;1.5 shared baths;1;1;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Fire extinguisher"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Lock on bedroom door"", ""First aid kit"", ""Breakfast"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";45.00;5;2018-12-19;2019-12-20;100;10;10;10;10;10;10;0.20
21542246;https://www.airbnb.com/rooms/21542246;Loft Lyon Presqu'Ile Confluence - 2ème arrdt;9400260;Delphine;t;2e Arrondissement;Entire loft;Entire home/apt;1 bath;1;1;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Lockbox"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Coffee maker""]";73.00;149;2017-11-14;2020-10-18;96;10;10;10;10;10;9;3.95
21543179;https://www.airbnb.com/rooms/21543179;Chambre confortable proche centre-ville;16448460;Charlotte;f;7e Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Elevator"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Essentials"", ""Smoke alarm"", ""Iron"", ""First aid kit""]";35.00;1;2017-12-10;2017-12-10;100;10;10;10;10;8;8;0.03
21543480;https://www.airbnb.com/rooms/21543480;Chambre LYON 8ème au calme avec petit déjeuner;22954594;Cecile;f;8e Arrondissement;Private room in apartment;Private room;1.5 shared baths;1;1;"[""Essentials"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Iron"", ""Heating"", ""Breakfast"", ""Private living room"", ""Smoke alarm"", ""Dedicated workspace""]";30.00;3;2017-12-11;2018-01-19;100;10;10;10;10;9;10;0.08
21543858;https://www.airbnb.com/rooms/21543858;Spacieux T2 à deux pas de l'hôtel de ville;34574195;Julien;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Essentials"", ""Hair dryer"", ""Pocket wifi"", ""Wifi"", ""Elevator"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Host greets you"", ""Washer"", ""Hot water""]";61.00;26;2017-11-05;2020-09-06;97;10;10;10;10;10;9;0.68
21546707;https://www.airbnb.com/rooms/21546707;Cosy flat near the city center;19577211;Thomas;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Essentials"", ""Shampoo"", ""Elevator"", ""Iron"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Wifi""]";130.00;4;2018-12-09;2019-12-08;90;10;9;10;10;10;8;0.16
21550893;https://www.airbnb.com/rooms/21550893;Chambre indépendante, au calme, en centre ville.;156691525;Pascale;t;7e Arrondissement;Private room in apartment;Private room;1 private bath;1;1;"[""Shampoo"", ""Room-darkening shades"", ""Paid parking on premises"", ""Building staff"", ""Crib"", ""Dedicated workspace"", ""Outlet covers"", ""Air conditioning"", ""Baby monitor"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Lock on bedroom door"", ""First aid kit"", ""Breakfast"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Hangers"", ""Children\u2019s dinnerware"", ""Heating"", ""High chair"", ""Private entrance"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Bathtub""]";53.00;165;2017-12-06;2020-12-09;100;10;10;10;10;10;10;4.46
