id,minutes,n_ingredients
67742,30,8
421220,70,4
365894,45,9
288112,25,10
350093,20,8
473722,25,8
337109,20,8
160133,5,5
31658,20,7
228708,60,7
243796,30,13
65212,15,4
284601,60,8
45408,10,5
58536,20,10
233849,50,12
370667,13,4
125085,120,14
159443,35,12
128879,320,14
444285,10,7
112467,20,9
215406,25,7
188770,55,10
322176,15,4
224213,35,11
139846,35,7
428068,35,8
391342,20,8
67486,20,7
40972,50,4
124452,30,6
459166,75,12
408855,35,7
297251,60,12
192332,455,12
109245,15,7
293113,30,7
78538,30,19
101106,85,10
204368,40,10
295809,16,6
40739,37,13
338064,150,14
144896,50,12
355243,45,5
284947,25,11
307554,67,7
213985,45,6
241270,65,6
9017,45,9
421718,50,8
258105,40,11
123420,5,5
427174,25,9
239035,15,4
216290,40,16
322272,35,12
80886,38,11
93186,135,14
301364,500,9
150450,60,13
32031,50,14
217336,110,10
109083,15,7
225515,35,7
264229,10,4
45510,23,4
171737,15,8
262379,50,6
344049,15,6
199318,40,15
514626,15,6
29272,50,7
474945,10,9
353171,75,6
31205,40,5
472700,370,9
455082,30,8
247571,7,9
70208,115,7
381775,30,10
31535,1,7
51489,53,4
486193,55,11
233229,280,6
380525,22,12
359622,80,12
452871,75,7
321917,10,8
41308,65,16
214419,60,9
291014,20,8
146544,55,10
124848,78,6
158238,75,10
283864,45,13
42606,123,2
174862,75,12
226608,135,4
148061,50,16
226585,10,8
72129,60,4
200665,75,12
267498,38,10
126005,45,9
283724,115,10
105507,370,5
458798,5,6
269176,15,8
303074,75,8
19512,200,16
37244,10,8
291506,3,5
291956,15,13
423666,45,8
26914,5,5
351403,40,8
352269,135,17
215669,50,12
425192,30,11
89598,17,7
239643,85,14
158056,80,14
212939,490,23
344456,50,16
355794,5,9
275390,20,8
139837,30,8
455952,35,4
81168,5,5
361636,430,8
428659,35,11
170950,110,7
352277,65,10
191699,15,6
70155,15,9
181768,80,15
121822,25,12
204296,70,16
144642,30,9
170058,485,9
14130,20,7
438557,70,10
58682,60,8
335826,5,6
163659,40,13
307125,7,3
36577,25,7
176173,50,8
261339,45,13
143335,20,10
158010,40,3
239709,35,6
72571,75,10
434266,30,6
372170,65,13
185285,250,6
364927,90,8
54516,35,11
91044,1455,11
49786,485,4
208088,30,8
152898,50,13
265028,135,13
427971,75,11
203560,365,8
86841,65,8
60099,25,7
180454,45,7
61631,45,7
285220,31,11
65005,128,12
174775,2,4
305317,45,12
171226,140,7
173160,33,6
460882,5,9
269502,82,15
338257,30,6
400385,17,5
242633,20,9
411280,60,17
372497,17,6
484060,3,3
38088,60,15
266939,310,11
151423,10,5
16321,100,7
68910,500,14
224534,70,9
178156,5,5
39269,15,3
446087,1,6
86215,30,7
17985,32,13
285345,61,3
17003,25,5
70427,50,14
320409,15,12
143173,8,5
118654,110,5
165461,30,8
180757,7,4
229221,35,4
284640,35,10
283072,35,10
96917,5,5
398811,30,10
90085,40,12
363238,45,8
105927,40,9
59044,60,4
251171,30,15
322257,11,6
272735,15,6
197825,75,7
205741,20,7
482037,20,7
310950,30,6
35229,35,9
39406,55,13
131648,15,3
219370,55,16
205029,45,18
457673,30,13
17977,90,7
492110,25,7
319922,25,7
83708,20,4
114808,35,8
221289,210,8
224571,20,6
78490,20,6
371520,38,5
455465,45,7
307749,40,11
354902,515,15
21813,40,10
253211,25,8
214444,20,9
257048,40,6
274913,10,5
142641,30,12
313842,60,5
264462,602,7
366625,10,6
342878,75,14
126612,35,12
14192,5,15
405475,100,3
14614,40,10
22605,150,13
267552,30,8
215930,75,12
157639,215,27
25348,60,14
263231,60,11
436592,13,10
245751,10,8
186755,60,7
365116,40,11
178020,25,6
114565,35,6
235502,45,7
139065,375,8
59290,28,9
484942,10,5
40867,30,17
350977,40,17
117175,40,7
211076,130,10
489730,120,12
269038,380,12
282443,50,7
373526,30,5
44841,70,5
24438,80,7
93650,45,7
269760,60,5
248536,15,4
177740,225,7
287979,7,5
462282,30,9
454854,110,5
41403,86400,4
72507,15,9
453538,35,16
159103,40,9
367649,65,10
54565,35,11
242171,65,13
92531,15,6
109518,30,7
341794,60,5
87672,15,7
29467,510,7
253452,190,6
20311,40,8
142850,40,13
484558,10,10
321196,40,12
228123,20,5
411821,280,9
430349,40,13
483916,6,4
164638,40,9
237853,10,4
268917,165,8
428566,2,4
388902,15,9
45861,20,6
175200,50,8
383367,70,8
327879,60,9
283354,80,17
323865,50,8
63168,495,9
211177,85,10
349095,30,6
67318,150,14
176306,20,6
478256,60,11
381382,45,11
197361,32,5
266595,250,5
250166,5,7
386324,33,9
418041,15,7
23895,10,4
127274,50,6
74983,110,5
107106,15,7
102407,40,4
333920,35,16
365950,45,10
230370,35,2
55971,50,7
208520,60,10
52318,85,10
155751,10,12
443302,90,10
238819,20,17
206804,50,7
77935,18,6
524623,70,20
96396,70,11
119305,10,13
416118,55,9
51731,30,4
357695,35,10
406962,190,12
491154,5,4
318176,25,4
78072,30,5
360590,38,12
62902,15,8
141544,240,11
97410,10,4
62930,7,4
525187,510,26
255523,195,9
277028,40,7
490002,20,5
73658,5,2
129855,40,10
468787,15,10
52627,70,8
400460,30,12
415704,20,9
321269,30,9
398751,40,11
366355,20,6
30480,45,8
378259,5,5
326519,55,8
368285,120,9
261175,45,6
22688,5,7
165606,35,6
119949,495,8
139008,15,6
274960,10,7
190142,200,16
338927,35,15
146223,55,12
119395,22,8
413514,55,10
71740,605,7
414442,35,12
238255,75,8
82089,370,12
230914,30,8
116504,20,12
69259,180,16
44219,30,10
253851,140,12
230674,30,11
297366,15,7
144437,20,10
111669,5,5
110241,20,8
8691,6,5
154362,50,7
131843,25,6
173577,20,8
219623,50,6
57373,20,21
63742,30,9
386507,35,18
267787,165,12
172752,170,16
92661,17,6
38800,62,11
134511,5,2
142699,60,8
454345,60,7
363158,25,11
214610,25,7
104703,195,8
219229,70,8
170990,5,3
62654,40,12
26152,35,5
74807,20,13
29082,60,14
403165,25,9
9775,310,8
199045,36,22
118674,55,7
154473,250,7
181298,50,11
446938,17,4
194037,30,12
258376,30,8
38863,65,9
326415,55,9
248117,5,7
230520,40,9
407877,50,6
478223,20,9
75257,5,4
27903,80,16
111546,40,9
199157,5,11
500089,50,9
214227,20,6
283058,15,13
277761,55,21
126202,1447,7
229655,45,8
317193,55,14
112338,3,2
84394,27,6
210592,70,7
155965,45,6
138792,50,6
168005,60,15
392609,8,5
109653,100,7
1144,0,11
20233,10,8
293907,60,8
132779,145,8
282440,25,6
400692,20,9
67615,40,8
168139,50,14
147130,60,14
47814,45,7
463275,15,6
192159,95,14
393228,20,6
347358,20,8
158024,90,5
56390,30,14
104323,1450,12
377257,130,5
229393,20,5
361267,125,12
499374,55,8
313840,2,5
245227,25,10
78125,45,6
474802,18,4
361221,50,13
167694,40,6
33760,25,10
375967,30,12
21084,90,12
113046,315,7
37687,80,8
275080,110,10
99302,60,6
194329,20,9
354022,190,10
343026,495,4
504695,40,6
91192,20,6
35169,47,10
243747,15,6
236747,30,8
174147,30,11
41286,70,13
523616,35,18
186225,25,8
106857,260,11
302110,50,12
315878,15,5
154005,30,9
415862,25,4
423796,60,11
106214,40,8
84541,15,12
461694,15,10
140181,50,10
409218,20,8
148032,26,10
215718,50,6
328305,35,7
336549,55,6
462384,25,9
386252,100,6
404071,90,14
291702,35,7
123833,30,7
515560,30,13
255685,5,4
178615,40,14
18549,25,6
122527,40,9
29922,495,15
202231,23,7
119731,50,12
90236,55,4
329759,50,10
24357,60,10
88612,85,6
161469,2,4
88244,125,8
4205,25,5
289160,5,6
249731,25,3
35123,20,9
462855,35,8
466302,20,9
387737,10,7
173315,30,9
390019,30,6
165584,60,6
87606,15,8
177908,35,12
77893,485,7
309918,5,4
185035,30,4
343451,50,12
136894,50,9
384083,68,9
119109,25,8
284916,80,8
379428,195,9
385286,25,7
250572,80,17
378291,24,12
319033,150,15
148928,30,10
513219,60,12
283926,45,4
24564,10,4
475781,40,10
44756,250,11
201381,40,11
224255,13,5
460410,90,14
306949,90,13
210090,32,14
193957,45,6
311951,8,6
12211,1490,11
30427,10,5
75308,20,10
189682,5,7
139982,70,19
92072,75,7
297929,5,5
188996,30,18
137948,40,11
136715,15,9
102669,45,5
420953,25,9
233865,40,6
88768,90,11
97773,10,5
181650,35,6
180642,60,14
263055,30,8
373425,35,15
413911,10,5
480644,50,17
437919,17,14
118310,3,6
78122,450,16
169176,20,5
27664,25,3
281378,570,14
196029,75,11
108274,45,5
507451,45,13
330398,40,14
474925,48,13
110944,15,15
296231,10,4
225111,50,10
48156,10,6
343546,90,11
140870,15,11
128641,25,13
415016,22,13
106798,125,12
60115,5,6
53978,45,7
304509,25,14
308031,5,8
264713,50,10
423136,490,4
391695,55,13
292714,105,13
227542,40,12
124943,315,15
346011,15,5
9049,18,4
177527,65,11
86244,30,13
172810,40,12
281278,50,8
424684,30,8
11078,25,4
194714,20,6
411304,20,6
352652,40,14
190570,55,16
37680,57,12
326888,25,8
117372,20,7
47817,15,9
195709,40,9
333178,20,13
313117,15,6
161989,25,4
59066,12,5
321886,50,9
101500,10,5
46227,25,5
315686,30,13
9309,25,7
455815,50,10
128184,30,6
472668,1,5
306591,22,10
372625,60,12
305727,15,11
409955,36,9
17979,60,14
505459,40,17
111760,120,11
42252,5,6
264454,35,8
281442,2,6
234754,55,16
48674,185,8
167804,15,14
136269,30,10
180261,5,6
330870,5,4
408320,30,10
481695,45,12
440732,30,14
298849,30,7
188129,22,8
418526,1,3
122806,205,9
133089,17,9
94003,55,9
472565,2400,4
11559,38,12
290176,10,7
89207,5,5
202031,50,7
317204,11,7
350262,16,7
146177,210,9
98680,5,5
117189,25,10
19786,5,4
477613,40,8
311595,405,14
328173,25,7
112889,15,4
188036,35,7
357604,60,7
496137,20,9
320148,40,9
102016,10,5
373788,30,7
324022,125,10
304337,30,13
181800,40,5
82277,5,3
170437,17,12
28580,110,11
315360,30,12
257725,55,8
116469,105,37
62517,15,5
46763,15,3
28873,20,8
13085,50,7
58446,15,12
413036,25,7
373926,140,8
45760,140,9
57671,95,9
509192,450,12
17149,135,7
61911,40,5
158291,20,9
114671,120,20
351382,20,10
484157,20,4
307486,10,7
343807,330,12
149514,2,2
159046,5,5
13816,10,7
113560,20,3
64207,495,8
222587,15,6
111257,25,16
120441,120,14
129246,20,7
421555,5,10
177987,55,15
139354,75,6
75226,60,10
385894,55,9
256072,15,6
213735,45,9
14080,65,9
349874,60,11
50449,10,8
471438,30,10
22392,40,10
69168,25,16
10019,70,10
142011,115,15
224119,20,10
49449,45,6
194472,75,7
417393,9,4
462226,75,12
475256,75,11
289212,40,9
199165,6,4
61272,30,14
69395,15,5
168132,3,10
208122,18,4
442485,35,9
369641,45,11
505283,10,12
477021,121,11
166630,30,11
12450,13,13
100654,6,4
441159,90,12
115007,20,6
88543,10,12
64169,30,8
449554,18,9
211318,25,8
383502,15,9
80570,50,7
295096,32,8
49699,40,11
100679,165,22
266306,10,6
349271,735,13
278936,150,8
35244,35,11
37347,30,6
454181,25,12
90585,150,7
288867,30,12
207088,65,9
408576,190,3
36366,70,8
117052,25,12
94881,20,7
366708,125,15
404336,28,11
155408,53,12
42876,490,9
236490,5,6
301808,5,4
334119,75,23
195289,30,11
392097,30,14
101842,110,7
202935,255,13
175719,25,9
4108,20,4
457170,190,7
223910,55,7
29129,48,15
194407,15,7
267506,26,7
506187,50,8
399787,70,5
457277,110,10
261125,20,8
383750,30,10
473743,5,8
498925,5,11
109202,40,12
306924,80,9
374850,35,6
103684,24,8
160330,28,4
428201,10,6
211599,1455,15
160611,35,11
228714,25,9
30673,45,12
15725,3240,10
205038,55,10
195767,15,3
272227,200,11
385718,45,6
72935,45,11
2686,50,5
144126,130,6
8783,25,5
479435,50,14
310604,20,10
44377,60,12
277490,35,11
392572,25,17
55143,15,8
79986,45,14
355111,104,10
355685,20,14
112935,22,9
402139,140,9
143185,20,8
87824,75,11
174061,25,9
168417,30,3
339551,370,5
494403,35,11
83155,75,9
83248,55,9
343042,41,10
59108,5,4
19047,75,15
381522,25,8
137476,60,8
151290,40,11
167831,50,14
73800,60,16
585,70,8
66311,65,5
182702,10,6
153516,45,12
347640,30,8
191221,30,8
189550,45,9
471932,40,7
110024,50,7
213952,10,12
241510,20,7
407740,70,16
425878,15,12
50069,95,11
286889,75,9
54857,45,8
402349,10,11
284021,17,6
232929,65,13
474629,22,4
81015,15,7
30256,60,12
327033,65,7
391593,35,9
154189,330,12
121448,45,7
104800,55,9
336219,30,11
22538,55,8
135325,485,5
432216,330,21
302963,150,9
177496,90,10
76490,30,5
101545,75,8
273500,45,16
208417,50,10
139880,60,8
407068,215,8
17385,40,10
166250,20,7
122099,30,8
354829,140,10
447620,18,10
160211,40,11
119409,35,13
80904,5,7
408469,20,6
462802,65,6
264022,80,16
188482,15,8
85119,30,14
351894,135,12
58788,5,5
120109,30,11
166831,35,9
140484,20,12
220817,40,4
15608,20,12
68098,60,11
157265,10,8
330574,55,16
232109,170,7
8591,20,7
147445,50,11
55516,25,5
169856,30,10
44677,25,8
465617,40,6
457444,45,8
120204,50,6
64266,85,18
17617,90,11
98358,27,6
293553,35,9
343006,55,12
212084,75,5
151551,35,12
97909,10,8
44782,10,8
168614,50,20
210726,50,16
18964,20,10
19099,90,6
152711,55,13
26621,40,11
13800,45,12
92519,50,10
307202,35,10
369937,90,19
39637,10,12
57067,15,9
124815,60,6
41145,40,7
163969,2,5
105477,40,9
196070,15,6
15822,55,5
233932,55,7
223356,25,5
387576,15,8
404705,250,4
66455,15,7
447804,10,8
102334,85,5
129408,25,6
306186,10,7
355009,10,8
355690,60,13
364189,100,12
37743,5,4
49690,30,10
140100,34,11
272732,15,9
50344,155,4
21070,22,5
181065,92,7
352052,22,8
234631,25,12
447983,70,6
204193,485,5
492692,140,14
224641,30,10
356810,13,5
204700,15,6
205220,20,6
469661,40,19
436267,10,7
100444,45,9
127695,95,12
236630,60,14
452207,245,5
375288,60,8
139245,305,6
69575,11,6
133369,30,10
472257,15,6
100201,7,6
393660,70,10
86135,17,3
292279,30,9
240676,30,12
429453,65,15
167866,190,7
210302,40,13
428,31,5
26860,10,8
81530,300,9
323504,40,7
376430,10,6
77101,100,7
126783,20,11
429934,75,12
39412,301,7
200308,10,10
108420,490,5
144505,20,3
87959,100,8
187959,35,20
456316,45,6
455078,30,7
198121,20,6
125215,80,9
46294,5,7
9028,365,6
12168,57,13
115169,95,11
258145,195,6
105361,38,7
507417,45,14
323753,45,9
446714,9,7
218912,1450,10
308324,490,13
157068,25,5
203012,2,2
211024,10,11
430331,65,19
4269,0,3
57653,32,15
484788,35,9
281416,40,7
17583,30,4
340043,30,10
372686,35,6
77807,120,11
42468,20,6
226083,20,7
113059,12,5
105825,12,5
176208,490,7
269860,40,12
277880,10,4
194916,45,8
157885,45,7
159014,50,14
186092,2895,7
9513,160,8
127993,40,5
41361,40,6
289910,50,10
96562,155,11
240963,105,7
29087,25,10
172288,30,10
160454,15,5
55215,30,10
349082,45,6
293550,75,14
46767,20,6
125783,375,14
9836,490,5
63798,105,12
513298,50,7
458143,25,13
455098,20,13
69872,60,9
373743,10,5
319697,75,9
258037,60,12
121333,10,5
18314,15,10
398670,90,9
13484,30,6
143432,25,14
31530,35,8
374198,5,7
364045,60,12
102796,120,7
467556,45,8
416689,7,5
151941,85,9
253969,60,12
136391,70,11
51017,40,9
208096,250,10
110183,65,14
27762,5,7
297467,135,6
440724,90,24
68976,90,10
252045,10,5
67976,21,12
267927,35,15
104422,75,12
84748,190,8
58480,25,6
422520,20,8
386339,125,2
63248,30,11
87402,60,8
146081,105,16
193129,45,12
398183,35,8
76431,45,6
139636,135,6
260551,70,9
186301,90,4
77882,50,8
205621,75,16
112912,20,9
524933,40,11
135223,5,2
139296,45,8
152505,60,10
307678,30,6
175980,105,5
344473,90,10
141556,60,12
310422,25,11
44133,240,20
20703,60,6
389511,25,14
19129,65,8
459224,75,9
66698,30,9
239774,60,12
10833,45,14
297015,85,12
476162,20,11
4986,0,11
399575,5,5
120770,12,5
302329,15,5
154030,30,10
45057,35,5
21272,45,9
307930,50,14
150983,20,9
366606,10,4
114049,24,9
51295,25,14
51623,125,8
88397,25,4
35765,180,7
139485,27,16
192131,2,4
396764,10,8
216174,75,11
362033,55,12
58867,55,6
206395,45,14
284331,25,9
197302,5,6
230969,50,9
398790,15,9
142847,125,6
233197,80,10
459140,40,13
217559,140,7
254131,5,3
113105,13,6
208077,50,9
420852,50,9
124871,35,10
121100,45,5
346297,70,5
338193,40,16
121905,75,8
100348,10,4
318598,30,5
95889,40,5
93868,45,7
139208,140,8
349529,11,6
289708,20,9
256430,35,11
64329,28,10
199087,45,9
89343,70,12
137322,30,6
317404,200,13
88300,55,7
318010,135,13
459138,20,11
122254,20,5
234287,20,5
277135,40,17
29128,28,11
4837,0,7
65445,55,7
236697,20,14
282199,45,9
61059,20,8
108046,35,6
39715,45,11
42303,10,6
208552,10,10
56908,60,8
101870,10,6
11383,35,3
18022,65,10
130339,20,6
331408,70,7
374208,10,6
149114,70,7
160010,45,6
262666,40,8
103339,30,9
345940,325,19
124989,25,8
321182,35,11
146386,40,7
334751,25,15
218937,15,8
163029,25,12
273627,30,7
456233,25,8
301732,15,9
348466,5775,13
282741,190,11
215954,90,7
314083,25,8
165257,16,11
210467,25,10
174622,35,10
179055,55,14
369773,45,15
102060,30,12
353230,380,6
109300,14,8
111333,45,7
115015,75,11
121563,15,2
161638,10,6
223761,80,11
415966,2,5
24734,57,17
315071,20,9
251626,75,4
49351,45,10
41133,465,6
18997,33,14
100189,90,11
191634,5,7
164385,12,8
240160,30,11
152938,26,10
220533,45,7
242732,125,8
339103,15,5
339392,75,13
224018,60,15
332751,45,15
231701,130,4
170807,70,6
25471,50,5
211406,55,10
167200,30,11
260110,730,9
109451,75,9
397531,135,11
421200,65,2
386677,60,7
424552,50,9
42155,36,9
159834,35,7
365027,750,22
90198,25,12
454121,50,11
92431,50,6
144788,3,3
408689,15,4
136236,21,13
14509,15,6
265545,95,12
441526,10,8
127935,35,13
506260,55,9
387317,40,4
458424,30,13
223255,45,9
81156,20,7
259992,30,9
179266,210,23
328217,40,12
46065,4,5
423172,27,13
306804,14,6
476216,30,8
70190,65,11
243665,25,2
310912,30,6
42743,60,15
144421,75,9
458962,20,8
218720,60,5
17484,30,10
342728,25,10
279922,3,3
95445,35,6
328021,37,6
358007,35,7
285988,80,8
146252,15,4
59604,6,4
52204,55,13
412182,15,5
326575,980,8
280032,7,8
236124,45,11
126301,15,5
72438,80,22
185121,55,11
392683,85,10
248985,10,5
56426,135,19
45970,165,18
234044,40,6
228423,5,8
105499,35,8
251585,30,11
331916,80,6
202189,60,7
71466,105,4
256857,30,8
59301,50,7
1719,0,9
175415,45,5
272781,20,3
151142,40,11
238097,30,6
272159,23,8
102919,60,9
105329,85,13
86068,25,7
60549,5,5
115960,35,7
97937,70,12
82720,15,4
398417,75,10
334076,10,9
376878,5,4
273058,35,7
309804,30,12
420498,45,13
407883,40,8
22512,40,18
250716,10,7
306409,30,10
243988,45,16
13245,10,5
16678,70,9
313187,35,10
458796,17,6
456785,45,13
407094,60,10
298986,60,11
192972,15,5
182512,15,7
55284,25,11
302454,60,12
136486,45,6
119801,25,9
30091,30,8
463808,20,9
454027,210,10
80229,145,8
56660,120,18
40486,40,10
39628,30,8
96582,45,7
468430,30,13
397991,20,10
124138,70,10
159981,20,7
245848,15,4
8921,50,9
61992,25,4
118118,80,10
501494,30,6
499452,20,12
273611,60,3
467079,67,7
250419,135,3
211502,75,28
55138,125,9
43848,50,14
239392,15,6
413568,9740,15
497634,35,14
312376,15,10
29276,10,4
616,225,7
141156,95,8
350397,53,20
506656,40,19
62998,60,7
484158,25,5
155795,25,13
412058,30,4
61793,80,8
228801,20,8
117199,37,9
184490,10,8
18486,5,4
76645,105,9
314940,25,4
122476,30,7
26682,5,7
450343,12,5
337617,80,13
17626,40,5
263584,30,5
58035,25,8
160706,20,12
49095,170,14
75757,20,8
454943,14,15
152403,200,11
386658,150,8
221850,100,14
89326,40,10
47264,95,13
218281,30,10
138713,375,12
319664,45,7
423823,495,7
307075,100,8
147655,105,16
59004,90,5
257703,160,13
289479,28,7
411937,30,7
190526,7,6
478574,60,7
115243,75,11
362389,35,10
192852,130,14
473919,65,5
211539,13,10
183587,30,8
381195,75,14
163451,40,4
55253,135,11
271811,90,13
205082,17,6
190492,20,11
180680,15,6
416836,15,3
244471,20,6
311202,60,11
490814,30,10
118561,184,8
216759,120,25
89217,4,6
126398,25,7
399280,30,10
51554,40,17
262865,80,16
170621,10,9
48942,300,11
398650,30,8
66847,175,16
256363,23,12
290148,20,10
344430,10,5
201456,50,7
295694,70,11
498540,150,12
262416,74,8
443964,80,10
253366,60,13
81488,12,10
115097,5,11
246282,30,4
11172,10,13
92861,5,5
162205,35,9
382384,70,6
18092,250,7
213798,45,12
339538,35,8
337078,45,6
151481,250,6
48326,55,10
104370,60,6
374905,45,17
457169,60,11
121445,5,3
107538,20,15
349385,5,4
437620,10,7
479312,25,8
142328,100,11
418249,25,6
424893,17,6
436515,195,8
501918,40,2
439249,540,9
137568,65,5
91582,45,8
406454,10,8
264284,7,7
100569,270,9
202579,62,9
147508,90,6
39186,20,11
403239,200,8
304244,5,7
476782,75,10
48502,35,9
170118,8,10
95181,15,5
107194,25,11
372632,60,8
218041,90,5
304537,2,6
299410,15,5
4906,50,16
188051,105,19
22862,70,6
173079,15,10
335059,80,14
486236,380,7
252028,22,5
269446,60,17
42831,310,7
239961,35,12
182098,5,4
228165,38,10
437714,10,8
358716,55,11
417174,5,6
334490,10,8
409225,14,11
392199,25,4
243627,26,4
214603,65,14
143083,80,13
96320,30,7
147518,35,16
110350,60,6
196683,45,7
17250,150,14
359922,50,11
261487,60,10
201981,40,16
21508,120,22
181929,40,16
435803,25,4
4304,0,10
135773,30,9
177854,30,7
112425,75,13
246377,40,13
419162,20,5
254527,150,15
145493,20,7
349260,20,8
249081,31,7
164902,40,14
92035,18,7
279707,35,10
88321,55,9
44213,75,10
26346,30,8
305947,55,12
12650,10,8
118877,17,9
126326,15,8
355632,90,11
114884,76,8
476525,190,3
34212,30,7
282319,5,6
69799,45,13
7671,145,9
119308,35,7
114726,35,11
57868,5,4
487135,130,7
64118,80,12
236014,65,10
47297,10,7
217155,60,4
442149,80,17
198799,35,10
18584,15,2
189206,30,14
223616,30,11
228625,25,9
115505,30,11
26404,40,10
24236,40,7
93989,50,12
322523,42,15
104402,25,4
457895,4,4
400935,40,10
76477,30,6
121349,30,11
252131,45,12
503292,15,2
440223,35,8
8524,40,8
409742,60,7
196187,20,9
202051,60,11
203986,35,5
369501,10,13
25030,30,12
228188,30,6
308762,10,8
133725,45,9
310736,45,6
73863,5,5
289700,60,10
423150,15,8
57566,195,11
194576,76,8
197000,20,8
43224,18,5
85243,5,4
233235,140,14
456871,60,7
245460,20,6
387944,120,10
30230,5,6
86968,40,13
40017,20,9
181728,20,9
376063,4335,6
124342,90,12
7724,0,7
310861,2,4
473419,21,10
69143,25,6
320840,22,6
175667,55,9
386562,9,9
321882,15,10
5368,60,8
411947,12,5
100219,10,3
342719,2,7
64550,15,6
387296,45,7
12478,65,9
295838,20,8
34674,85,10
502995,70,11
99742,10,6
254276,15,4
264473,10,8
386977,240,11
217079,65,12
123479,10,6
320714,55,14
36953,30,11
220344,120,12
341080,33,6
21018,5,7
40725,5,8
104942,32,6
269692,30,8
251528,80,6
243479,3,6
156269,40,8
398504,25,8
84382,53,8
69836,55,7
204837,60,7
80476,160,8
136841,45,8
228012,25,9
188784,35,10
194178,45,8
18541,45,8
398831,30,10
455536,20,6
148160,10,7
308378,105,12
169824,170,9
354024,2,25
36426,55,10
266048,15,5
144983,48,17
81027,38,8
70362,10,5
141668,100,7
505732,10,5
430468,65,16
80110,15,13
360616,27,7
350189,40,16
469496,45,9
449845,24,5
157106,105,13
50741,15,7
200512,75,13
26792,19,4
177444,7,6
249020,35,5
14301,45,7
121123,15,8
85414,25,8
475920,5,10
170679,85,5
232016,135,7
172798,20,11
50980,10,3
280181,20,7
154541,40,5
119222,25,15
467392,20,6
106321,60,13
324690,3,6
142300,50,9
135350,40,9
121298,3,4
213471,10,6
375809,55,11
265574,25,8
207473,30,6
156435,10,8
93065,45,14
40559,135,11
61589,15,4
68134,90,8
222202,75,12
75311,25,13
98070,40,12
189399,7,1
396905,50,11
180850,5,2
369931,20,8
444113,50,7
124116,1920,8
8890,40,8
175012,45,13
411663,30,11
153041,40,11
335023,60,13
91226,45,10
284252,220,13
446322,5,8
44336,55,6
122450,5,3
427623,2920,17
143248,30,5
395241,45,10
190409,50,7
349395,5,3
409287,70,12
362375,26,7
26684,10,8
95633,40,14
313339,30,10
117255,75,6
392832,60,21
257912,75,12
39119,5,8
148818,35,11
696,235,15
170356,35,9
65862,40,8
204924,3,2
33484,15,5
348696,40,6
205985,80,11
366907,105,10
10928,10,6
280150,5,3
178493,5,3
69429,70,15
257475,5,4
220024,195,7
507114,12,8
280536,20,9
277222,60,5
122095,50,17
38835,50,10
388215,12,5
454230,5,8
497758,135,10
150135,144,9
179545,250,8
18004,45,7
442910,30,13
107653,5,7
415475,35,11
181477,75,12
467573,20,9
399572,95,7
173122,60,13
369264,145,18
404740,45,6
256975,40,9
118298,60,16
78106,420,7
343353,90,8
391919,35,10
249134,10,8
123383,15,4
67639,40,7
172398,722,3
50260,15,12
157161,160,8
188451,15,8
54002,14,10
208391,26,8
288850,90,10
103837,10,8
431850,20,16
292436,30,6
219737,50,18
228676,55,16
78881,15,10
304245,40,7
449833,20,8
148419,15,3
330184,25,9
264805,40,12
85966,45,11
449302,40,4
453092,20,8
78062,50,10
106873,15,7
39197,45,13
145414,40,8
136711,15,4
214740,75,11
194727,30,4
474085,10,6
322779,35,8
19528,40,9
383881,20,9
451347,40,12
89456,20,4
206367,17,6
359378,30,8
80644,30,8
286521,28,9
460680,120,6
82531,156,15
40399,40,13
230739,25,8
518396,5,6
307926,15,7
291631,35,13
192728,40,7
176347,20,9
304357,15,7
186981,50,10
18911,110,9
257172,10,6
233209,10,2
24075,60,7
47673,20,6
137540,45,8
272006,125,8
115531,20,6
207679,45,7
186993,15,7
99817,10,8
199077,11,6
314734,50,16
140902,70,13
31237,20,8
280460,28,4
326961,45,7
117091,55,7
142833,30,8
58074,25,7
314658,18,8
272379,10,8
60591,60,7
176506,35,7
30999,15,9
260313,25,13
500830,55,10
453266,25,6
43201,130,17
468905,40,12
142613,35,9
36278,240,12
80710,85,8
537071,35,13
17378,30,11
37925,100,15
34432,75,20
449926,75,10
237334,90,13
116249,20,6
394408,130,9
80992,40,10
129177,25,7
413438,20,11
132430,45,8
59736,40,10
212731,70,8
96273,65,8
475605,50,15
66936,25,7
435958,145,8
102464,70,8
233765,10,6
403280,5,9
138718,70,12
22557,45,6
238688,240,8
262570,65,5
487347,75,13
398214,45,9
231161,35,7
59353,65,2
441524,10,12
252036,45,7
356862,25,9
289053,5,3
32520,14,6
155274,23,3
119406,365,5
98700,55,11
13429,30,16
32820,30,12
197023,115,10
104769,23,12
34288,35,11
12775,55,5
127048,35,9
373421,30,11
222539,40,5
160446,25,9
491223,40,11
50707,60,5
445393,5,5
165001,38,6
134460,75,4
246989,65,6
287861,80,7
198646,50,12
219706,40,18
476891,20,8
116139,485,7
198098,130,10
490269,10,4
57959,32,9
104795,2190,13
12983,50,10
273516,400,12
13077,45,18
268609,55,10
3103,70,13
195750,15,5
159956,80,12
153637,40,8
164371,1,8
256598,20,8
182730,40,14
243758,85,15
99660,25,13
463321,55,6
13052,30,5
356666,50,6
276544,10,5
64867,37,10
123119,30,8
446981,380,13
353359,10,12
81243,90,8
151328,20,9
201876,30,8
239309,17,10
40935,10,3
302353,65,11
