Номер кредитного договора	Филиала	Сумма кредита	Дата выдачи	Дата возврата	Льготы	Срок кредита (в мес)	Процентая ставка	Аннуитентный платеж	Плата по %%
623	Аэропорт	321000	06.май.12	06.июл.15	1	38	18,0%	11143,88	102467,39
624	Аэропорт	257000	06.май.12	06.июл.13	0	14	12,0%	19763,60	19690,42
625	Аэропорт	273000	06.май.12	06.дек.14	0	31	17,0%	10942,54	66218,66
626	Киевский	459000	06.май.12	06.июл.12	0	2	10,0%	232372,72	5745,44
627	Аэропорт	137000	06.май.12	06.май.14	0	24	12,0%	6449,07	17777,58
628	Аэропорт	337000	07.май.12	07.янв.14	0	20	12,0%	18674,96	36499,22
629	Аэропорт	287000	07.май.12	07.окт.15	0	41	20,0%	9717,93	111435,26
630	Киевский	454000	07.май.12	07.июн.12	0	1	10,0%	457783,33	3783,33
631	Аэропорт	162000	07.май.12	07.май.13	0	12	10,0%	14242,37	8908,48
632	Аэропорт	207000	07.май.12	07.окт.15	1	41	18,0%	6796,03	71637,21
633	Аэропорт	165000	07.май.12	07.ноя.15	0	42	20,0%	5494,05	65750,12
634	Аэропорт	445000	07.май.12	07.май.15	0	36	17,0%	15865,46	126156,69
635	Семеновский	459000	08.май.12	08.дек.16	0	55	15,0%	11590,42	178472,85
636	Аэропорт	461000	08.май.12	08.дек.14	0	31	17,0%	18478,06	111819,79
637	Аэропорт	471000	08.май.12	08.ноя.15	0	42	20,0%	15683,02	187686,70
638	Аэропорт	172000	08.май.12	08.сен.13	0	16	12,0%	11686,47	14983,53
639	Аэропорт	469000	08.май.12	08.мар.14	0	22	12,0%	23855,08	55811,85
640	Аэропорт	487000	08.май.12	08.май.16	0	48	20,0%	14819,59	224340,15
641	Аэропорт	251000	08.май.12	08.авг.13	0	15	12,0%	18103,07	20546,03
642	Аэропорт	233000	08.май.12	08.сен.15	0	40	20,0%	8027,49	88099,78
643	Аэропорт	311000	08.май.12	08.июн.16	0	49	15,0%	8526,26	106786,86
644	Семеновский	298000	08.май.12	08.дек.16	0	55	15,0%	7524,93	115871,26
645	Аэропорт	425000	08.май.12	08.дек.13	0	19	12,0%	24672,00	43767,91
646	Аэропорт	500000	09.май.12	09.окт.15	0	41	20,0%	16930,20	194138,08
647	Киевский	412000	09.май.12	09.ноя.12	0	6	10,0%	70683,29	12099,77
648	Аэропорт	170000	09.май.12	09.апр.13	0	11	10,0%	16237,96	8617,55
649	Аэропорт	359000	09.май.12	09.апр.16	0	47	20,0%	11076,96	161617,12
650	Аэропорт	431000	09.май.12	09.фев.15	0	33	17,0%	16441,18	111558,88
651	Аэропорт	353000	09.май.12	09.сен.14	0	28	17,0%	15360,37	77090,45
652	Аэропорт	460000	09.май.12	09.фев.14	0	21	12,0%	24394,15	52277,07
653	Семеновский	496000	09.май.12	09.ноя.16	1	54	13,0%	12180,60	161752,32
654	Аэропорт	382000	09.май.12	09.авг.13	0	15	12,0%	27551,28	31269,26
655	Аэропорт	81000	09.май.12	09.май.15	0	36	17,0%	2887,87	22963,35
656	Арбатский	374000	09.май.12	09.май.17	0	60	15,0%	8897,43	159846,03
657	Аэропорт	324000	09.май.12	09.сен.15	0	40	20,0%	11162,70	122507,84
658	Арбатский	108000	09.май.12	09.июн.17	0	61	15,0%	2540,98	46999,73
659	Аэропорт	259000	09.май.12	09.июл.14	0	26	17,0%	11978,10	52430,64
660	Аэропорт	106000	09.май.12	09.июн.14	0	25	17,0%	5064,71	20617,87
661	Киевский	137000	09.май.12	09.июл.12	0	2	10,0%	69357,43	1714,87
662	Аэропорт	173000	10.май.12	10.дек.15	0	43	20,0%	5667,72	70711,80
663	Аэропорт	217000	10.май.12	10.дек.14	0	31	17,0%	8697,91	52635,35
664	Аэропорт	142000	10.май.12	10.ноя.13	0	18	12,0%	8659,45	13870,11
665	Аэропорт	202000	10.май.12	10.мар.16	1	46	18,0%	6110,75	79094,58
666	Киевский	146000	10.май.12	10.окт.12	0	5	10,0%	29934,04	3670,19
667	Аэропорт	344000	10.май.12	10.июн.15	0	37	20,0%	12531,62	119670,08
668	Аэропорт	404000	10.май.12	10.апр.15	0	35	17,0%	14719,98	111199,17
669	Киевский	77000	10.май.12	10.ноя.12	0	6	10,0%	13210,23	2261,36
670	Аэропорт	206000	10.май.12	10.фев.14	1	21	9,0%	10638,96	17418,12
671	Аэропорт	251000	10.май.12	10.май.15	1	36	14,0%	8578,59	57829,06
672	Аэропорт	355000	10.май.12	10.янв.16	0	44	20,0%	11449,04	148757,62
673	Аэропорт	392000	10.май.12	10.сен.14	0	28	17,0%	17057,41	85607,53
674	Киевский	360000	10.май.12	10.окт.12	0	5	10,0%	73809,96	9049,79
675	Аэропорт	256000	10.май.12	10.дек.14	1	31	14,0%	9888,78	50552,13
676	Аэропорт	367000	11.май.12	11.апр.14	0	23	12,0%	17941,10	45645,38
677	Аэропорт	424000	11.май.12	11.окт.14	1	29	14,0%	17317,55	78208,83
678	Аэропорт	478000	11.май.12	11.фев.13	0	9	10,0%	55348,56	20137,03
679	Аэропорт	420000	11.май.12	11.янв.16	0	44	20,0%	13545,34	175994,93
680	Аэропорт	135000	11.май.12	11.авг.14	0	27	17,0%	6051,97	28403,24
681	Аэропорт	202000	11.май.12	11.май.15	0	36	17,0%	7201,85	57266,63
682	Киевский	413000	11.май.12	11.сен.12	0	4	10,0%	105409,97	8639,87
683	Аэропорт	308000	11.май.12	11.окт.15	1	41	18,0%	10111,97	106590,64
684	Семеновский	385000	12.май.12	12.дек.16	0	55	15,0%	9721,81	149699,45
685	Аэропорт	71000	12.май.12	12.фев.13	0	9	10,0%	8221,23	2991,06
686	Аэропорт	123000	12.май.12	12.мар.13	0	10	10,0%	12870,77	5707,67
687	Семеновский	486000	12.май.12	12.окт.16	0	53	15,0%	12595,43	181557,91
688	Аэропорт	204000	12.май.12	12.мар.13	0	10	10,0%	21346,64	9466,38
689	Аэропорт	165000	12.май.12	12.июн.14	0	25	17,0%	7883,75	32093,86
690	Киевский	413000	12.май.12	12.окт.12	0	5	10,0%	84676,42	10382,12
691	Аэропорт	447000	12.май.12	12.мар.14	0	22	12,0%	22736,08	53193,81
692	Аэропорт	272000	12.май.12	12.сен.14	0	28	17,0%	11835,76	59401,14
693	Аэропорт	187000	12.май.12	12.мар.16	0	46	20,0%	5852,94	82235,08
694	Арбатский	65000	12.май.12	12.апр.17	0	59	15,0%	1564,00	27276,17
695	Киевский	229000	13.май.12	13.ноя.12	0	6	10,0%	39287,56	6725,36
696	Аэропорт	405000	13.май.12	13.мар.13	0	10	10,0%	42379,35	18793,54
697	Аэропорт	141000	13.май.12	13.мар.13	1	10	7,0%	14556,32	4563,22
698	Киевский	407000	13.май.12	13.дек.12	0	7	10,0%	60097,04	13679,25
699	Киевский	259000	13.май.12	13.ноя.12	0	6	10,0%	44434,40	7606,41
700	Аэропорт	464000	13.май.12	13.дек.13	0	19	12,0%	26936,01	47784,26
701	Арбатский	266000	13.май.12	13.фев.17	0	57	15,0%	6552,85	107512,50
702	Аэропорт	233000	13.май.12	13.июн.13	0	13	12,0%	19202,65	16634,49
703	Семеновский	459000	13.май.12	13.ноя.16	0	54	15,0%	11740,12	174966,42
704	Киевский	136000	13.май.12	13.авг.12	0	3	10,0%	46090,98	2272,94
705	Аэропорт	424000	14.май.12	14.май.13	0	12	10,0%	37276,34	23316,03
706	Аэропорт	466000	14.май.12	14.фев.16	0	45	20,0%	14801,98	200089,18
707	Аэропорт	116000	14.май.12	14.ноя.14	1	30	14,0%	4605,01	22150,30
708	Аэропорт	463000	14.май.12	14.сен.16	0	52	15,0%	12162,53	169451,61
709	Семеновский	483000	14.май.12	14.дек.16	0	55	15,0%	12196,45	187804,76
710	Аэропорт	369000	14.май.12	14.дек.13	0	19	12,0%	21421,10	38000,84
711	Аэропорт	394000	14.май.12	14.дек.14	0	31	17,0%	15792,53	95568,33
712	Киевский	77000	14.май.12	14.июл.12	1	2	7,0%	38837,20	674,40
713	Аэропорт	276000	15.май.12	15.ноя.13	0	18	12,0%	16831,05	26958,81
714	Аэропорт	192000	15.май.12	15.апр.15	1	35	14,0%	6713,23	42962,91
715	Арбатский	309000	15.май.12	15.апр.17	1	59	13,0%	7115,51	110815,36
716	Аэропорт	308000	15.май.12	15.сен.14	0	28	17,0%	13402,25	67263,06
717	Киевский	109000	15.май.12	15.сен.12	0	4	10,0%	27820,06	2280,26
718	Киевский	111000	15.май.12	15.янв.13	0	8	10,0%	14400,35	4202,80
719	Аэропорт	164000	15.май.12	15.янв.15	0	32	17,0%	6409,75	41111,85
720	Семеновский	128000	15.май.12	15.фев.17	0	57	15,0%	3153,25	51735,34
721	Аэропорт	317000	16.май.12	16.дек.13	0	19	12,0%	18402,41	32645,71
722	Аэропорт	200000	16.май.12	16.сен.16	0	52	15,0%	5253,79	73197,24
723	Аэропорт	253000	16.май.12	16.июн.15	0	37	20,0%	9216,57	88013,17
724	Семеновский	223000	16.май.12	16.ноя.16	0	54	15,0%	5703,81	85005,47
725	Киевский	267000	16.май.12	16.июл.12	0	2	10,0%	135171,06	3342,12
726	Аэропорт	350000	16.май.12	16.май.16	0	48	20,0%	10650,63	161230,09
727	Аэропорт	470000	16.май.12	16.июл.15	0	38	20,0%	16795,22	168218,42
728	Аэропорт	252000	16.май.12	16.май.16	0	48	20,0%	7668,45	116085,66
729	Аэропорт	240000	16.май.12	16.дек.14	1	31	14,0%	9270,73	47392,62
730	Аэропорт	253000	16.май.12	16.мар.13	0	10	10,0%	26474,02	11740,16
731	Аэропорт	500000	16.май.12	16.апр.16	0	47	20,0%	15427,52	225093,48
732	Аэропорт	342000	17.май.12	17.сен.16	0	52	15,0%	8983,99	125167,28
733	Аэропорт	429000	17.май.12	17.ноя.13	1	18	9,0%	25567,40	31213,16
734	Аэропорт	54000	17.май.12	17.июн.13	0	13	12,0%	4450,40	3855,20
735	Аэропорт	456000	17.май.12	17.янв.16	0	44	20,0%	14706,37	191080,21
736	Аэропорт	121000	17.май.12	17.дек.14	0	31	17,0%	4849,99	29349,66
737	Аэропорт	372000	17.май.12	17.июл.15	0	38	20,0%	13293,24	133143,09
738	Киевский	295000	17.май.12	17.сен.12	0	4	10,0%	75292,83	6171,33
739	Аэропорт	373000	17.май.12	17.сен.13	0	16	12,0%	25343,33	32493,35
740	Семеновский	204000	17.май.12	17.окт.16	0	53	15,0%	5286,97	76209,49
741	Арбатский	461000	18.май.12	18.мар.17	0	58	15,0%	11222,14	189883,87
742	Аэропорт	401000	18.май.12	18.авг.14	0	27	17,0%	17976,60	84368,13
743	Аэропорт	124000	18.май.12	18.фев.15	0	33	17,0%	4730,18	32095,83
744	Аэропорт	69000	18.май.12	18.авг.13	0	15	12,0%	4976,54	5648,11
745	Аэропорт	463000	18.май.12	18.окт.15	0	41	20,0%	15677,36	179771,86
746	Арбатский	296000	18.май.12	18.мар.17	0	58	15,0%	7205,54	121921,10
747	Семеновский	299000	19.май.12	19.дек.16	0	55	15,0%	7550,18	116260,09
748	Аэропорт	135000	19.май.12	19.мар.14	0	22	12,0%	6866,60	16065,24
749	Аэропорт	447000	19.май.12	19.мар.14	0	22	12,0%	22736,08	53193,81
750	Аэропорт	463000	19.май.12	19.май.14	0	24	12,0%	21795,02	60080,42
751	Аэропорт	467000	20.май.12	20.фев.15	0	33	17,0%	17814,46	120877,03
752	Аэропорт	447000	20.май.12	20.июл.15	0	38	20,0%	15973,33	159986,45
753	Семеновский	340000	20.май.12	20.ноя.16	0	54	15,0%	8696,38	129604,76
754	Аэропорт	426000	20.май.12	20.май.14	0	24	12,0%	20053,30	55279,18
755	Аэропорт	337000	20.май.12	20.июн.14	0	25	17,0%	16101,97	65549,27
756	Аэропорт	322000	20.май.12	20.май.13	0	12	10,0%	28308,92	17706,99
757	Аэропорт	246000	20.май.12	20.авг.14	0	27	17,0%	11028,04	51757,01
758	Киевский	59000	21.май.12	21.июл.12	1	2	7,0%	29758,38	516,75
759	Аэропорт	415000	21.май.12	21.дек.13	1	19	9,0%	23516,97	31822,46
760	Аэропорт	285000	21.май.12	21.ноя.13	0	18	12,0%	17379,88	27837,91
761	Аэропорт	475000	21.май.12	21.янв.15	0	32	17,0%	18564,81	119073,94
762	Киевский	346000	21.май.12	21.сен.12	0	4	10,0%	88309,56	7238,24
763	Аэропорт	211000	21.май.12	21.сен.15	1	40	18,0%	7053,12	71124,74
764	Аэропорт	300000	21.май.12	21.фев.15	0	33	17,0%	11443,98	77651,20
765	Аэропорт	495000	21.май.12	21.май.15	1	36	14,0%	16917,93	114045,36
766	Аэропорт	131000	22.май.12	22.фев.13	0	9	10,0%	15168,75	5518,72
767	Аэропорт	424000	22.май.12	22.июн.14	0	25	17,0%	20258,86	82471,48
768	Аэропорт	298000	22.май.12	22.окт.13	0	17	12,0%	19148,90	27531,31
769	Аэропорт	486000	22.май.12	22.июл.14	0	26	17,0%	22476,28	98383,36
770	Аэропорт	418000	22.май.12	22.мар.15	0	34	17,0%	15576,96	111616,52
771	Аэропорт	269000	22.май.12	22.авг.15	0	39	20,0%	9435,62	98989,05
772	Аэропорт	441000	22.май.12	22.фев.13	0	9	10,0%	51064,26	18578,30
773	Семеновский	316000	22.май.12	22.фев.17	0	57	15,0%	7784,59	127721,62
774	Киевский	333000	22.май.12	22.июл.12	0	2	10,0%	168584,13	4168,26
775	Аэропорт	439000	22.май.12	22.мар.14	0	22	12,0%	22329,17	52241,79
776	Аэропорт	213000	22.май.12	22.мар.13	1	10	7,0%	21989,34	6893,37
777	Арбатский	344000	23.май.12	23.мар.17	0	58	15,0%	8374,00	141692,09
778	Аэропорт	345000	23.май.12	23.июн.14	0	25	17,0%	16484,21	67105,33
779	Аэропорт	228000	23.май.12	23.июн.14	0	25	17,0%	10893,91	44347,87
780	Аэропорт	159000	23.май.12	23.дек.13	0	19	12,0%	9230,23	16374,35
781	Аэропорт	250000	23.май.12	23.июл.15	0	38	20,0%	8933,63	89477,88
782	Киевский	135000	23.май.12	23.дек.12	1	7	7,0%	19738,33	3168,32
783	Киевский	143000	23.май.12	23.окт.12	0	5	10,0%	29318,96	3594,78
784	Аэропорт	367000	23.май.12	23.июл.14	0	26	17,0%	16972,83	74293,61
785	Киевский	351000	23.май.12	23.ноя.12	0	6	10,0%	60218,05	10308,30
786	Аэропорт	106000	23.май.12	23.янв.14	0	20	12,0%	5874,02	11480,47
787	Аэропорт	206000	23.май.12	23.апр.15	0	35	17,0%	7505,73	56700,57
788	Аэропорт	187000	23.май.12	23.фев.13	1	9	7,0%	21388,50	5496,46
789	Аэропорт	136000	23.май.12	23.ноя.13	0	18	12,0%	8293,56	13284,05
790	Аэропорт	244000	24.май.12	24.фев.16	0	45	20,0%	7750,39	104767,73
791	Аэропорт	289000	24.май.12	24.сен.13	0	16	12,0%	19635,99	25175,82
792	Киевский	55000	24.май.12	24.ноя.12	0	6	10,0%	9435,88	1615,26
793	Киевский	104000	24.май.12	24.авг.12	0	3	10,0%	35246,04	1738,13
794	Аэропорт	288000	24.май.12	24.июл.14	1	26	14,0%	12905,73	47548,92
795	Аэропорт	419000	24.май.12	24.фев.13	0	9	10,0%	48516,83	17651,49
796	Аэропорт	487000	25.май.12	25.июн.16	0	49	15,0%	13351,41	167219,30
797	Аэропорт	117000	25.май.12	25.дек.15	0	43	20,0%	3833,08	47822,43
798	Киевский	123000	25.май.12	25.ноя.12	0	6	10,0%	21102,05	3612,31
799	Аэропорт	300000	25.май.12	25.апр.16	0	47	20,0%	9256,51	135056,09
800	Аэропорт	392000	25.май.12	25.мар.16	0	46	20,0%	12269,26	172385,83
801	Аэропорт	239000	25.май.12	25.июн.13	0	13	12,0%	19697,14	17062,84
802	Аэропорт	330000	26.май.12	26.авг.15	0	39	20,0%	11575,29	121436,39
803	Аэропорт	119000	26.май.12	26.ноя.14	0	30	17,0%	4896,73	27901,81
804	Аэропорт	387000	26.май.12	26.мар.15	1	34	14,0%	13854,12	84040,09
805	Семеновский	392000	26.май.12	26.окт.16	0	53	15,0%	10159,28	146441,77
806	Аэропорт	440000	26.май.12	26.мар.14	0	22	12,0%	22380,04	52360,79
807	Аэропорт	348000	26.май.12	26.май.14	0	24	12,0%	16381,57	45157,64
808	Киевский	332000	26.май.12	26.ноя.12	0	6	10,0%	56958,38	9750,30
809	Аэропорт	326000	27.май.12	27.мар.14	0	22	12,0%	16581,57	38794,59
810	Киевский	360000	27.май.12	27.дек.12	0	7	10,0%	53157,08	12099,58
811	Аэропорт	356000	27.май.12	27.мар.13	0	10	10,0%	37251,98	16519,76
812	Киевский	334000	27.май.12	27.дек.12	0	7	10,0%	49317,96	11225,72
813	Аэропорт	429000	27.май.12	27.фев.16	0	45	20,0%	13626,72	184202,27
814	Аэропорт	388000	27.май.12	27.авг.13	0	15	12,0%	27984,03	31760,40
815	Киевский	253000	27.май.12	27.янв.13	0	8	10,0%	32822,42	9579,35
816	Аэропорт	475000	27.май.12	27.май.15	0	36	17,0%	16935,05	134661,64
817	Аэропорт	441000	27.май.12	27.июл.13	0	14	12,0%	33913,42	33787,83
818	Семеновский	312000	27.май.12	27.янв.17	0	56	15,0%	7780,46	123706,04
819	Семеновский	488000	27.май.12	27.ноя.16	1	54	13,0%	11984,14	159143,41
820	Аэропорт	156000	27.май.12	27.июн.14	0	25	17,0%	7453,73	30343,28
821	Аэропорт	260000	27.май.12	27.авг.15	0	39	20,0%	9119,93	95677,15
822	Семеновский	150000	27.май.12	27.ноя.16	0	54	15,0%	3836,64	57178,57
823	Киевский	189000	27.май.12	27.ноя.12	0	6	10,0%	32425,10	5550,62
824	Аэропорт	93000	27.май.12	27.окт.13	0	17	12,0%	5976,00	8591,99
825	Аэропорт	270000	27.май.12	27.июн.13	0	13	12,0%	22252,00	19276,02
826	Аэропорт	52000	27.май.12	27.сен.14	1	28	14,0%	2187,68	9255,01
827	Аэропорт	428000	28.май.12	28.мар.13	0	10	10,0%	44786,08	19860,83
828	Аэропорт	169000	28.май.12	28.дек.14	0	31	17,0%	6773,95	40992,51
829	Киевский	63000	28.май.12	28.июн.12	1	1	7,0%	63367,50	367,50
830	Аэропорт	444000	28.май.12	28.окт.14	0	29	17,0%	18776,78	100526,68
831	Арбатский	233000	28.май.12	28.май.17	0	60	15,0%	5543,05	99583,22
832	Аэропорт	343000	28.май.12	28.мар.15	0	34	17,0%	12782,05	91589,63
833	Аэропорт	65000	28.май.12	28.янв.14	0	20	12,0%	3602,00	7039,91
834	Аэропорт	259000	28.май.12	28.авг.13	0	15	12,0%	18680,06	21200,89
835	Киевский	251000	28.май.12	28.авг.12	1	3	7,0%	84644,67	2934,01
836	Аэропорт	102000	28.май.12	28.янв.14	0	20	12,0%	5652,36	11047,24
837	Киевский	271000	28.май.12	28.сен.12	0	4	10,0%	69167,31	5669,26
838	Арбатский	254000	29.май.12	29.май.17	0	60	15,0%	6042,64	108558,53
839	Семеновский	53000	29.май.12	29.дек.16	0	55	15,0%	1338,33	20607,98
840	Семеновский	480000	29.май.12	29.янв.17	0	56	15,0%	11969,95	190316,98
841	Арбатский	475000	29.май.12	29.апр.17	0	59	15,0%	11429,25	199325,88
842	Аэропорт	417000	29.май.12	29.мар.16	0	46	20,0%	13051,74	183379,82
843	Аэропорт	346000	29.май.12	29.сен.14	0	28	17,0%	15055,78	75561,74
844	Киевский	230000	29.май.12	29.янв.13	0	8	10,0%	29838,56	8708,50
845	Арбатский	88000	30.май.12	30.мар.17	0	58	15,0%	2142,19	36246,81
846	Аэропорт	170000	30.май.12	02.мар.14	0	21	12,0%	9015,23	19319,79
847	Аэропорт	449000	30.май.12	30.авг.16	1	51	13,0%	11505,24	137767,44
848	Аэропорт	416000	30.май.12	01.мар.15	1	33	14,0%	15260,55	87598,27
849	Аэропорт	181000	30.май.12	30.мар.13	0	10	10,0%	18939,91	8399,09
850	Арбатский	309000	30.май.12	30.апр.17	0	59	15,0%	7435,03	129666,73
851	Аэропорт	134000	30.май.12	30.апр.13	0	11	10,0%	12799,33	6792,66
852	Аэропорт	53000	30.май.12	30.апр.15	0	35	17,0%	1931,09	14588,01
853	Аэропорт	251000	30.май.12	30.май.16	0	48	20,0%	7638,02	115625,01
854	Киевский	136000	30.май.12	30.сен.12	0	4	10,0%	34711,27	2845,09
855	Аэропорт	150000	30.май.12	30.июн.15	1	37	18,0%	5312,16	46549,74
856	Аэропорт	176000	30.май.12	30.май.13	0	12	10,0%	15473,20	9678,35
857	Киевский	403000	30.май.12	30.ноя.12	0	6	10,0%	69139,24	11835,45
858	Аэропорт	189000	30.май.12	30.апр.14	0	23	12,0%	9239,42	23506,75
859	Киевский	201000	30.май.12	30.окт.12	0	5	10,0%	41210,56	5052,80
860	Аэропорт	189000	30.май.12	02.мар.15	0	33	17,0%	7209,70	48920,25
861	Киевский	54000	31.май.12	31.июл.12	0	2	10,0%	27337,97	675,93
862	Аэропорт	440000	31.май.12	02.мар.16	0	45	20,0%	13976,12	188925,41
863	Аэропорт	280000	31.май.12	31.янв.16	0	44	20,0%	9030,23	117329,95
864	Аэропорт	423000	31.май.12	31.авг.15	0	39	20,0%	14837,42	155659,37
865	Киевский	151000	31.май.12	31.июл.12	0	2	10,0%	76445,06	1890,11
866	Киевский	358000	31.май.12	31.янв.13	1	8	7,0%	45932,66	9461,27
867	Аэропорт	268000	31.май.12	01.дек.14	1	30	14,0%	10639,16	51174,84
868	Аэропорт	57000	31.май.12	31.янв.15	0	32	17,0%	2227,78	14288,87
869	Семеновский	174000	31.май.12	31.янв.17	0	56	15,0%	4339,11	68989,91
870	Аэропорт	74000	31.май.12	01.дек.15	0	42	20,0%	2464,00	29487,93
871	Аэропорт	380000	31.май.12	31.окт.14	1	29	14,0%	15520,44	70092,82
872	Аэропорт	184000	01.июн.12	01.май.14	1	23	9,0%	8739,72	17013,48
873	Арбатский	360000	01.июн.12	01.июн.17	0	60	15,0%	8564,37	153862,49
874	Аэропорт	80000	01.июн.12	01.фев.16	1	44	18,0%	2496,83	29860,54
875	Аэропорт	205000	01.июн.12	01.дек.13	0	18	12,0%	12501,32	20023,76
876	Семеновский	209000	01.июн.12	01.дек.16	0	54	15,0%	5345,72	79668,81
877	Аэропорт	429000	01.июн.12	01.июл.16	0	49	15,0%	11761,31	147304,06
878	Аэропорт	196000	01.июн.12	01.мар.16	0	45	20,0%	6225,73	84157,68
879	Киевский	214000	01.июн.12	01.сен.12	0	3	10,0%	72525,51	3576,53
880	Аэропорт	436000	01.июн.12	01.мар.16	0	45	20,0%	13849,06	187207,91
881	Аэропорт	331000	01.июн.12	01.янв.16	0	43	20,0%	10844,01	135292,52
882	Киевский	92000	01.июн.12	01.сен.12	0	3	10,0%	31179,19	1537,57
883	Аэропорт	361000	01.июн.12	01.янв.16	1	43	18,0%	11452,60	131461,72
884	Аэропорт	329000	02.июн.12	02.июн.14	1	24	9,0%	15030,28	31726,73
885	Семеновский	486000	02.июн.12	02.дек.16	0	54	15,0%	12430,71	185258,57
886	Киевский	393000	02.июн.12	02.янв.13	0	7	10,0%	58029,82	13208,71
887	Киевский	75000	02.июн.12	02.дек.12	0	6	10,0%	12867,10	2202,63
888	Аэропорт	193000	02.июн.12	02.дек.13	0	18	12,0%	11769,54	18851,63
889	Аэропорт	439000	02.июн.12	02.май.13	0	11	10,0%	41932,14	22253,56
890	Аэропорт	363000	02.июн.12	02.сен.14	0	27	17,0%	16273,08	76373,15
891	Семеновский	61000	02.июн.12	02.янв.17	0	55	15,0%	1540,34	23718,61
892	Аэропорт	478000	02.июн.12	02.июн.14	0	24	12,0%	22501,12	62026,87
893	Киевский	154000	03.июн.12	03.авг.12	0	2	10,0%	77963,83	1927,66
894	Киевский	82000	03.июн.12	03.авг.12	0	2	10,0%	41513,21	1026,42
895	Аэропорт	111000	03.июн.12	03.сен.14	0	27	17,0%	4976,07	23353,77
896	Аэропорт	355000	03.июн.12	03.фев.14	0	20	12,0%	19672,44	38448,74
897	Аэропорт	230000	03.июн.12	03.мар.13	0	9	10,0%	26632,15	9689,36
898	Аэропорт	365000	03.июн.12	03.апр.15	0	34	17,0%	13601,89	97464,18
899	Аэропорт	475000	03.июн.12	03.янв.16	0	43	20,0%	15561,65	194150,89
900	Аэропорт	415000	03.июн.12	03.июн.15	0	36	17,0%	14795,88	117651,75
901	Аэропорт	80000	03.июн.12	03.янв.16	0	43	20,0%	2620,91	32699,10
902	Аэропорт	199000	04.июн.12	04.апр.14	0	22	12,0%	10121,88	23681,36
903	Аэропорт	360000	04.июн.12	04.май.14	0	23	12,0%	17598,90	44774,76
904	Аэропорт	421000	04.июн.12	04.июн.13	0	12	10,0%	37012,59	23151,06
905	Семеновский	417000	04.июн.12	04.ноя.16	0	53	15,0%	10807,19	155781,17
906	Киевский	146000	04.июн.12	04.дек.12	0	6	10,0%	25047,96	4287,78
907	Аэропорт	252000	04.июн.12	04.авг.14	0	26	17,0%	11654,37	51013,59
908	Аэропорт	346000	04.июн.12	04.мар.13	0	9	10,0%	40064,02	14576,17
909	Аэропорт	282000	04.июн.12	04.ноя.13	0	17	12,0%	18120,77	26053,12
910	Семеновский	322000	04.июн.12	04.янв.17	0	55	15,0%	8130,97	125203,17
911	Семеновский	53000	04.июн.12	04.ноя.16	0	53	15,0%	1373,58	19799,52
912	Аэропорт	197000	05.июн.12	05.ноя.14	1	29	14,0%	8046,12	36337,59
913	Аэропорт	249000	05.июн.12	05.мар.13	0	9	10,0%	28832,20	10489,79
914	Аэропорт	162000	05.июн.12	05.окт.13	0	16	12,0%	11007,02	14112,39
915	Аэропорт	474000	05.июн.12	05.сен.13	0	15	12,0%	34186,67	38800,08
916	Аэропорт	236000	05.июн.12	05.мар.16	0	45	20,0%	7496,28	101332,72
917	Аэропорт	437000	05.июн.12	05.апр.13	0	10	10,0%	45727,85	20278,46
918	Аэропорт	411000	05.июн.12	05.янв.14	0	19	12,0%	23859,27	42326,14
919	Аэропорт	331000	05.июн.12	05.мар.13	0	9	10,0%	38327,14	13944,26
920	Аэропорт	67000	05.июн.12	05.окт.15	1	40	18,0%	2239,62	22584,63
921	Аэропорт	434000	05.июн.12	05.окт.15	0	40	20,0%	14952,50	164100,01
922	Аэропорт	340000	06.июн.12	06.авг.14	1	26	14,0%	15235,93	56134,14
923	Аэропорт	312000	06.июн.12	06.окт.13	0	16	12,0%	21198,71	27179,43
924	Киевский	51000	06.июн.12	06.июл.12	0	1	10,0%	51425,00	425,00
925	Аэропорт	280000	06.июн.12	06.апр.15	0	34	17,0%	10434,32	74767,04
926	Арбатский	110000	06.июн.12	06.май.17	0	59	15,0%	2646,77	46159,68
927	Аэропорт	212000	06.июн.12	06.окт.14	1	28	14,0%	8919,00	37731,97
928	Киевский	306000	06.июн.12	06.июл.12	0	1	10,0%	308550,00	2550,00
929	Киевский	372000	06.июн.12	06.фев.13	0	8	10,0%	48260,63	14085,05
930	Киевский	199000	06.июн.12	06.дек.12	0	6	10,0%	34140,72	5844,30
931	Аэропорт	422000	06.июн.12	06.фев.15	0	32	17,0%	16493,37	105787,80
932	Аэропорт	320000	07.июн.12	07.сен.15	0	39	20,0%	11224,53	117756,50
933	Семеновский	188000	07.июн.12	07.мар.17	0	57	15,0%	4631,34	75986,28
934	Аэропорт	334000	07.июн.12	07.мар.16	0	45	20,0%	10609,15	143411,56
935	Аэропорт	97000	07.июн.12	07.апр.16	1	46	18,0%	2934,37	37981,06
936	Аэропорт	371000	07.июн.12	07.июн.16	0	48	20,0%	11289,66	170903,89
937	Аэропорт	406000	07.июн.12	07.авг.16	0	50	15,0%	10969,16	142457,79
938	Аэропорт	255000	07.июн.12	07.ноя.15	0	41	20,0%	8634,40	99010,42
939	Аэропорт	484000	08.июн.12	08.июн.15	0	36	17,0%	17255,92	137213,12
940	Аэропорт	95000	08.июн.12	08.апр.13	0	10	10,0%	9940,84	4408,36
